name,employees,code
rkw se,132,DEB
max planck institute for polymer research,123,DEB
pm-international ag,113,DEB
pfw aerospace gmbh,112,DEB
chemische fabrik budenheim,112,DEB
max planck institute for psycholinguistics,107,DEB
shd,101,DEB
stadt köln,100,DEB
canyon bicycles gmbh,96,DEB
proalpha,95,DEB
biontech ag,93,DEB
gip,90,DEB
schottel,87,DEB
ibis styles,84,DEB
htt,83,DEB
academy cube - bildung und forschung für die digitale zukunft,79,DEB
fraunhofer itwm,78,DEB
midas pharma,71,DEB
pfisterer kontaktsysteme gmbh,69,DEB
itk,67,DEB
geutebruck gmbh,67,DEB
gastronomie geflüster,66,DEB
juwi holding ag,65,DEB
gebr. pfeiffer se,64,DEB
heuft systemtechnik gmbh,62,DEB
techn. university of kaiserslautern / tu,62,DEB
saitow ag,62,DEB
axit - a siemens company,62,DEB
parts europe,61,DEB
university of koblenz-landau,59,DEB
malteser hilfsdienst gemeinnützige gmbh,56,DEB
btc europe,55,DEB
vecoplan ag,54,DEB
elastomer solutions group,52,DEB
empolis information management gmbh,50,DEB
bd rowa germany gmbh,49,DEB
wirtgen china,48,DEB
technische universität kaiserslautern,47,DEB
bfe studio und medien systeme gmbh,46,DEB
ansorg gmbh,45,DEB
hochwald foods gmbh,44,DEB
hochschule worms,44,DEB
kfz handel,43,DEB
debeka krankenversicherungsverein a.g.,43,DEB
hochschule koblenz (koblenz university of applied sciences),42,DEB
griesson - de beukelaer gmbh & co. kg,42,DEB
mainz university of applied sciences,42,DEB
wolfcraft,42,DEB
fraunhofer iese (institute for experimental software engineering),42,DEB
dr. fischer europe,42,DEB
wipotec-ocs,41,DEB
verlagsgruppe rhein main gmbh & co. kg,41,DEB
polizeidirektion,41,DEB
institute of molecular biology (imb),40,DEB
luxspace sarl,40,DEB
max-planck-institut für chemie,39,DEB
inp deutschland gmbh,39,DEB
zdf digital medienproduktion gmbh,39,DEB
klinikum der stadt ludwigshafen am rhein ggmbh,39,DEB
treif maschinenbau gmbh,38,DEB
itac software ag,38,DEB
kobil systems,38,DEB
textbroker eu,38,DEB
mediaman //,38,DEB
textbroker españa,36,DEB
compugroup software gmbh,36,DEB
schott music gmbh & co. kg,36,DEB
dbk group,35,DEB
textbroker nederland,34,DEB
drahtzug stein holding,34,DEB
bito-lagertechnik bittmann gmbh,34,DEB
falk&ross,34,DEB
diakonisches werk,34,DEB
academy of european law (era),34,DEB
kob karl otto braun gmbh & co. kg,34,DEB
renolit,33,DEB
wipotec gmbh,33,DEB
wipotec-ocs,33,DEB
university of koblenz-landau (campus koblenz),33,DEB
framas indonesia,32,DEB
hager group,1703,DEC
villeroy & boch,716,DEC
praktiker,478,DEC
ids scheer,241,DEC
deutsches forschungszentrum für künstliche intelligenz (dfki),238,DEC
omniscriptum publishing group,111,DEC
scheer gmbh,108,DEC
max planck institute for informatics,96,DEC
villeroy & boch gustavsberg ab,96,DEC
orbis ag,83,DEC
ind,71,DEC
bocchiotti s.p.a.,65,DEC
ktp,61,DEC
becker mining systems,53,DEC
cosmosdirekt,49,DEC
ursapharm arzneimittel gmbh,40,DEC
gms global media services gmbh,39,DEC
buhl data service gmbh,37,DEC
crewlink ireland limited,37,DEC
ergosign gmbh,34,DEC
brück®,34,DEC
fraunhofer izfp,31,DEC
schülerhilfe,30,DEC
vensys energy ag,28,DEC
adler vertriebs gmbh & co. werbegeschenke kg,28,DEC
klinikum saarbrücken,24,DEC
kd pharma,23,DEC
data one gmbh,23,DEC
prego services gmbh,22,DEC
phast gmbh,22,DEC
pikon,22,DEC
juris gmbh,22,DEC
herweck ag,21,DEC
retailsolutions,21,DEC
fixemer logistics gmbh,20,DEC
landeshauptstadt saarbrücken,19,DEC
axxcon - interim | consulting | advisory,18,DEC
kist europe,18,DEC
awo saarland,17,DEC
x-aitment gmbh,17,DEC
ikk südwest,17,DEC
gubse ag,17,DEC
sgs-tüv saar gmbh,16,DEC
greencells group,14,DEC
avarteq gmbh,14,DEC
marienhaus dienstleistungen gmbh,14,DEC
kohlpharma gmbh,14,DEC
m&r kreativ,14,DEC
hexonet,13,DEC
eurice - european research and project office gmbh,13,DEC
amphenol-air lb gmbh,13,DEC
semvox gmbh,13,DEC
antz,13,DEC
baugruppe peter gross,13,DEC
dhc business solutions gmbh & co. kg,12,DEC
saarschmiede gmbh freiformschmiede,12,DEC
centigrade gmbh,12,DEC
mha zentgraf gmbh & co. kg,12,DEC
retailsolutions ag,12,DEC
inexio informationstechnologie und telekommunikation kgaa,11,DEC
steag new energies gmbh,11,DEC
contact air technik gmbh,11,DEC
medtron ag,11,DEC
labor cotral gmbh,10,DEC
zürich versicherungen,10,DEC
netmedianer gmbh,10,DEC
schloss dagstuhl,10,DEC
vse net gmbh,10,DEC
karlsberg brauerei gmbh,10,DEC
pluscard service-gesellschaft für kreditkarten-processing mbh,10,DEC
"center for it-security, privacy and accountability (cispa)",10,DEC
stage6 (scooter attack),9,DEC
"cluster of excellence mmci, saarland university",9,DEC
tcpos gmbh,9,DEC
dhc dr. herterich & consultants gmbh,9,DEC
nestlé wagner gmbh,9,DEC
globus fachmärkte gmbh & co. kg,9,DEC
bähr & fess forecasts gmbh,9,DEC
viasit bürositzmöbel gmbh,9,DEC
marienhaus klinikum saarlouis - dillingen,8,DEC
ktp kunststoff palettentechnik gmbh,8,DEC
aws institut für digitale produkte und prozesse ggmbh,8,DEC
fanomena gmbh,8,DEC
saarländischer schwesternverband e.v.,8,DEC
victor's unternehmensgruppe,8,DEC
it inkubator gmbh,8,DEC
varitec ag,8,DEC
ihk saarland,7,DEC
caritasklinikum saarbrücken,7,DEC
sematell gmbh,7,DEC
intel visual computing institute,7,DEC
chambre de commerce française en allemagne (ccfa),7,DEC
abresa gmbh,7,DEC
dept of education,7,DEC
mjr pharmjet gmbh,7,DEC
sparkasse neunkirchen,7,DEC
totalinx,7,DEC
saarländischer rundfunk,7,DEC
billomat gmbh & co. kg,6,DEC
ilc gmbh,6,DEC
tu dresden,1514,DED
asklepios,840,DED
university of leipzig,700,DED
comparex,595,DED
t-systems multimedia solutions gmbh,405,DED
mdr mitteldeutscher rundfunk,368,DED
dde,246,DED
schnellecke logistics,239,DED
tu chemnitz,226,DED
universität leipzig,157,DED
architekturbüro,157,DED
spreadshirt,155,DED
helmholtz-zentrum dresden-rossendorf,149,DED
hhl leipzig graduate school of management,143,DED
aerologic,136,DED
kwv,131,DED
mpi-cbg,124,DED
einzelunternehmer,108,DED
technische universität chemnitz,104,DED
komsa ag,102,DED
diakonie,102,DED
pc-ware,93,DED
european energy exchange ag,92,DED
grundschulen,92,DED
chemnitz university of technology,90,DED
unternehmertum – zentrum für innovation und gründung an der tu münchen,90,DED
vandelay industries,89,DED
von ardenne gmbh,89,DED
htwk leipzig,84,DED
praxis für ergotherapie,81,DED
fraunhofer institute for ceramic technologies and systems ikts,80,DED
max-planck-institute for evolutionary anthropology,78,DED
plastic logic,75,DED
leipziger messe gmbh,71,DED
cyberport,66,DED
preh car connect gmbh,65,DED
mercateo,63,DED
unitedprint se,61,DED
fit+mobil,58,DED
unister gmbh,58,DED
dresden international school,58,DED
fraunhofer institute for cell therapy and immunology,56,DED
lovoo,56,DED
porsche leipzig gmbh,56,DED
weidplas gmbh,56,DED
centro de biotecnologia da amazônia,52,DED
deutsche accumotive gmbh & co. kg,50,DED
zpg plc,50,DED
fraunhofer ipms,49,DED
epago,48,DED
lufthansa bombardier aviation services,48,DED
qiq qcentris intelligent quality gmbh,47,DED
saveco,47,DED
fraunhofer enas,46,DED
ehrhardt + partner gmbh & co. kg,43,DED
postbank finanzberatung,43,DED
aok plus,42,DED
zmdi,42,DED
robotron datenbank-software gmbh,41,DED
bank für sozialwirtschaft ag,41,DED
eka,40,DED
3d-micromac ag,40,DED
pitzi,40,DED
kiwigrid gmbh,39,DED
das environmental expert gmbh,38,DED
architekturbüro,37,DED
"opterra gmbh, a crh company",37,DED
lecturio gmbh,37,DED
pro-pharma llc,35,DED
mellowmessage gmbh | digital marketing agentur für b2b unternehmen,35,DED
saxoprint,35,DED
oui gruppe gmbh & co.kg,34,DED
fraunhofer imw,34,DED
synexus clinical research gmbh,33,DED
las vegas,33,DED
otto group solution provider (osp),33,DED
dental tribune international,33,DED
freistaat sachsen,33,DED
max planck institute for mathematics in the sciences,32,DED
staffbase (#1 employee app solution),32,DED
universitätsklinikum leipzig,32,DED
iproplan planungsgesellschaft mbh,32,DED
elbe flugzeugwerke gmbh,32,DED
esi iti (simulationx),31,DED
communardo software gmbh,31,DED
fraunhofer fep,31,DED
heliatek gmbh,31,DED
queo gmbh,30,DED
arts - extending your success,30,DED
händlerbund e.v.,29,DED
weishaupt,29,DED
albis-elcon,29,DED
ipoque,29,DED
berufskolleg,29,DED
ais automation dresden gmbh,29,DED
"fraunhofer institute for integrated circuits iis, design automation division eas",29,DED
vosla gmbh,29,DED
itaricon digital customer solutions,28,DED
systema gmbh,28,DED
unister holding gmbh,27,DED
ibm client innovation centers europe,589,DEE
otto-von-guericke university magdeburg,199,DEE
idt biologika,179,DEE
leibniz institute for neurobiology,49,DEE
fraunhofer institute for factory operation and automation iff,46,DEE
pflegeheim,44,DEE
regiocom gmbh,43,DEE
solibro gmbh,35,DEE
ifa rotorion - powertrain gmbh,33,DEE
cbw,30,DEE
leibniz institute of plant biochemistry,30,DEE
schuberth,27,DEE
dekra se,27,DEE
max planck institute of microstructure physics,26,DEE
vem motors gmbh,25,DEE
förderschule,23,DEE
evolution personalvermittlungsgesellschaft mbh,22,DEE
universitätsklinikum halle (saale),20,DEE
k&m group,19,DEE
borek it sourcing pvt. ltd.,18,DEE
mkm mansfelder kupfer und messing,17,DEE
icubic ag,15,DEE
borek media gmbh,15,DEE
mwg,15,DEE
mibe gmbh arzneimittel,14,DEE
leibniz-institut für wirtschaftsforschung halle (iwh),14,DEE
fangmann energy services,14,DEE
yourserveradmin,13,DEE
colruyt,13,DEE
pwu,13,DEE
top shop,12,DEE
"zra, llc",12,DEE
probiodrug,12,DEE
addinol lube oil gmbh,12,DEE
mitteldeutsche netzgesellschaft strom mbh,11,DEE
pumpenfabrik wangen gmbh,11,DEE
calyxo gmbh,11,DEE
zellstoff stendal gmbh,11,DEE
balfour beatty rail gmbh,11,DEE
vhs-bildungswerk gmbh,11,DEE
global young academy,11,DEE
motionworks gmbh,10,DEE
cbos,10,DEE
sap ucc magdeburg,10,DEE
nessa,10,DEE
ilsenburger grobblech gmbh,10,DEE
kötter security,10,DEE
sovello ag,10,DEE
2b ahead thinktank,10,DEE
haftpflichtkasse darmstadt,10,DEE
eurokommerz,9,DEE
csie,9,DEE
milk and honey,9,DEE
bloopark systems gmbh & co. kg,9,DEE
leibniz institute for neurobiology,9,DEE
dow olefinverbund gmbh,9,DEE
lintra,9,DEE
ioclarity,9,DEE
wimex s.r.l.,9,DEE
sensotech gmbh,9,DEE
schirm gmbh,9,DEE
wäscherei,9,DEE
travelping gmbh,8,DEE
ics adminservice gmbh,8,DEE
thermolux,8,DEE
klinikum magdeburg,8,DEE
investitions- und marketinggesellschaft sachsen-anhalt mbh,8,DEE
bg klinikum bergmannstrost halle,8,DEE
transformations,8,DEE
promecon,8,DEE
dögel gmbh,8,DEE
prologa gmbh,8,DEE
skw stickstoffwerke piesteritz gmbh,8,DEE
ikk gesund plus,7,DEE
kulturstiftung des bundes,7,DEE
doppstadt calbe gmbh,7,DEE
innotec deutschland,7,DEE
baxter oncology gmbh,7,DEE
schiess gmbh,7,DEE
mol katalysatortechnik gmbh,7,DEE
traductio übersetzungen & sprachtraining,7,DEE
demos gesellschaft für e-partizipation mbh,7,DEE
sonotec ultrasonic solutions,6,DEE
citim gmbh,6,DEE
rudolf hensel gmbh,6,DEE
klemme ag,6,DEE
velde boilers and plants gmbh,6,DEE
verlag fuer chemische industrie,6,DEE
chocotech gmbh,6,DEE
kraiburg relastec gmbh & co. kg,6,DEE
procom-bestmann,6,DEE
connex steuer- und wirtschaftsberatung gmbh,6,DEE
relaxdays gmbh,6,DEE
nowtilus onlinevertriebsgesellschaft mbh,6,DEE
quinsol,6,DEE
digital images,6,DEE
ultra tendency,6,DEE
slm kunststofftechnik gmbh,6,DEE
advanto software,6,DEE
embedded office,5,DEE
dräger,2980,DEF
tesa se,783,DEF
lufthansa industry solutions,276,DEF
aco,250,DEF
yamaha music europe,229,DEF
oldendorff carriers gmbh & co. kg,214,DEF
minimax gmbh & co. kg,193,DEF
sysmex europe,191,DEF
helmholtz-zentrum geesthacht zentrum für material- und küstenforschung,163,DEF
basler ag,142,DEF
comdirect bank ag,141,DEF
psychotherapeutische praxis,127,DEF
europa-universität flensburg,118,DEF
bilfinger greylogix gmbh,111,DEF
secop,108,DEF
bs payone gmbh,96,DEF
getriebebau nord gmbh & co. kg,83,DEF
behörde für schule und berufsbildung,80,DEF
johnson & johnson medical gmbh,80,DEF
raytheon anschuetz,78,DEF
euroimmun medizinische labordiagnostika ag,75,DEF
european xfel,71,DEF
universitätsklinikum schleswig-holstein,66,DEF
allergopharma gmbh & co. kg,65,DEF
lpc,63,DEF
minimax,59,DEF
fleggaard,58,DEF
university of applied sciences lübeck,57,DEF
tt-line,57,DEF
praxis für psychotherapie,56,DEF
menck gmbh,55,DEF
dr. klein & co. ag,55,DEF
eyes and more,55,DEF
hellermanntyton deutschland,49,DEF
universität zu lübeck,47,DEF
hier,45,DEF
bod (books on demand),44,DEF
slm solutions group ag,44,DEF
fipo group,44,DEF
ghd gesundheits gmbh deutschland,43,DEF
designa gmbh,42,DEF
darag deutsche versicherungs- und rückversicherungs-ag,41,DEF
intermed,41,DEF
queisser pharma,38,DEF
nobiskrug gmbh,36,DEF
köster gmbh,35,DEF
kiel institute for the world economy,34,DEF
baader linco,34,DEF
secop,34,DEF
sauer compressors,33,DEF
vivanco,33,DEF
zbw - leibniz-informationszentrum wirtschaft,33,DEF
wirtschaftsakademie schleswig-holstein gmbh,32,DEF
raffinerie heide gmbh,32,DEF
esl,31,DEF
fls – fast lean smart,31,DEF
tomra sorting mining,30,DEF
gebeco,30,DEF
schön klinik bad bramstedt,30,DEF
vehrs inc.,29,DEF
interschalt maritime systems ag,29,DEF
garten- und landschaftsbau,29,DEF
casio europe gmbh,29,DEF
consensus,28,DEF
mankenberg gmbh,28,DEF
aequitas group,27,DEF
formaxx ag,27,DEF
unisafe,27,DEF
lapmaster wolters gmbh,27,DEF
gebäudereinigung,26,DEF
kfh kuratorium für dialyse und nierentransplantation e.v.,26,DEF
logopak systeme gmbh & co. kg,25,DEF
max planck institute for evolutionary biology,25,DEF
plato ag,24,DEF
frs förde reederei seetouristik gmbh & co. kg,24,DEF
mho,24,DEF
markenfilm gmbh & co kg,24,DEF
mrt services,23,DEF
infodesign,22,DEF
nordmark arzneimittel gmbh & co. kg,22,DEF
hausmann immobilien beratung makler und verwalter,21,DEF
qda solutions,21,DEF
drager medical gmbh,21,DEF
vitalaire gmbh,20,DEF
pohl boskamp,20,DEF
dvse gmbh,20,DEF
bernt lorentz gmbh & co. kg,20,DEF
hela spice canada inc.,20,DEF
detlev louis motorradvertriebs gmbh,20,DEF
taplow executive search,19,DEF
stadtwerke kiel ag,19,DEF
storecast,19,DEF
mint media interactive software systems gmbh,19,DEF
schwartauer werke gmbh & co. kgaa,19,DEF
elbkinder - vereinigung hamburger kindertagesstätten ggmbh,18,DEF
m-u-t ag,18,DEF
trioptics gmbh optische instrumente,18,DEF
addix inc.,18,DEF
waldorfschule,18,DEF
autoflug gmbh,18,DEF
carl zeiss meditec ag,1348,DEG
zeiss microscopy,627,DEG
x-fab,413,DEG
tu ilmenau,361,DEG
masdar (abu dhabi future energy company),264,DEG
jenoptik ag,190,DEG
analytik jena ag,138,DEG
intershop communications,125,DEG
telemotive ag,111,DEG
university of erfurt,97,DEG
allied vision,93,DEG
schott technical glass solutions gmbh,87,DEG
stratec biomedical ag,77,DEG
jenoptik ag,71,DEG
leibniz institute for natural product research and infection biology - hans knöll institute,62,DEG
vistec,59,DEG
leibniz institute for age research - fritz lipmann institute (fli),53,DEG
q-soft,50,DEG
max planck institute for biogeochemistry,46,DEG
sepp.med gmbh,46,DEG
dotsource gmbh,46,DEG
heimische landwirtschaft,42,DEG
stratec biomedical uk limited,40,DEG
fraunhofer idmt,36,DEG
robot,36,DEG
qundis gmbh,34,DEG
dussmann service deutschland gmbh,33,DEG
be excellent gmbh,31,DEG
x-label gmbh,30,DEG
gewo ( government employees welfare oganisation),30,DEG
karsten tönniges,29,DEG
petkus technologie gmbh,29,DEG
seal systems ag,25,DEG
stiftung,25,DEG
bluechip computer ag,25,DEG
n3 engine overhaul services gmbh & co kg,24,DEG
docter optics gmbh,24,DEG
göpel electronic gmbh,23,DEG
easterngraphics,22,DEG
bauhaus-universität weimar,22,DEG
gzs,20,DEG
mitec automotive ag,20,DEG
mypegasus gmbh,20,DEG
edeka markt,19,DEG
asclepion laser technologies gmbh,19,DEG
rosskopf & partner ag,18,DEG
ruhlamat gmbh,17,DEG
saller,17,DEG
iubh duales studium,17,DEG
modis it outsourcing gmbh,16,DEG
fefa,16,DEG
vossloh-schwabe deutschland gmbh,16,DEG
di-soric gmbh & co. kg,16,DEG
e.l.t. the english language trainers gmbh,15,DEG
goepel electronics,14,DEG
epc engineering consulting gmbh,14,DEG
igniti gmbh,14,DEG
ibykus ag für informationstechnologie,14,DEG
hammel recyclingtechnik gmbh,14,DEG
indu-sol gmbh,14,DEG
ezono ag,14,DEG
ibu-tec advanced materials ag,14,DEG
jena-optronik gmbh,14,DEG
cuculus gmbh,13,DEG
kahla/thüringen porzellan gmbh,13,DEG
schott solar wafer gmbh,13,DEG
jenoptik optical systems gmbh,13,DEG
k-utec ag salt technologies,13,DEG
emergency medical service,12,DEG
klassik stiftung weimar,12,DEG
quorion data systems gmbh,12,DEG
ironshark gmbh,12,DEG
ajz engineering gmbh,12,DEG
jena business development,12,DEG
friseur masson ag,12,DEG
agroservice,11,DEG
schock metallwerk gmbh,11,DEG
marien apotheke,11,DEG
srh zentralklinikum suhl,11,DEG
thüringer landesrechenzentrum,11,DEG
schmidt technology gmbh,11,DEG
eschbachit gmbh,11,DEG
imms ggmbh,11,DEG
thimm packaging,11,DEG
masdar pv gmbh,11,DEG
betreuung zu hause e.v.,11,DEG
klinikum bad salzungen gmbh,11,DEG
conventus congressmanagement & marketing gmbh,11,DEG
cybio,10,DEG
qsil quarzschmelze ilmenau gmbh,10,DEG
messe erfurt gmbh,10,DEG
gutmann group,10,DEG
schöler gmbh,10,DEG
hm informatik ag,10,DEG
bfe institut für energie und umwelt gmbh,10,DEG
ageto,10,DEG
thüringer aufbaubank,10,DEG
xceptance,10,DEG
7s group gmbh,9,DEG
innovent e.v. technologieentwicklung jena,9,DEG
